step,total_steps,stage,loss,erase_loss,style_loss,content_loss,image_loss,preserve_loss,adapter_norm,adapter_delta_norm,adapter_update_norm,target_shift
131,400,1,0.00042813870823000004,0.00037771068794700005,2.4035605387477205e-07,2.4156231878199222e-05,2.2394680703049133e-05,5.7097400106916524e-05,0.014878422021865002,0.00022259808611100002,0.004386051557958,0.0006297863437790001
132,400,1,0.000661742640659,0.000603230990236,3.204375313240841e-07,2.9058592341849973e-05,3.0453153461470112e-05,5.231649508156503e-05,0.014883122406899001,0.00022352481028,0.0044019422493870005,0.000506773532833
133,400,1,0.00041545319254500005,0.00035923559335,8.455230850283138e-07,2.5905386185816802e-05,2.5958663324369503e-05,6.575367478944827e-05,0.014887693338096001,0.00022441704641,0.004417358897626,0.0006906354101370001
134,400,1,0.000636225042399,0.0005584771376250001,4.528417818505659e-07,4.1139127764229975e-05,3.91725434383261e-05,6.655398253011907e-05,0.014892583712935002,0.000225343741476,0.004433739930391,0.0007254261872730001
135,400,1,0.0006124127539800001,0.0005503184268790001,5.774381672078258e-07,3.3291928048129193e-05,3.0255299103979873e-05,4.8818859795574106e-05,0.014897827990353002,0.00022629130398800002,0.004451266489923,0.000772818340919
136,400,1,0.0005921355914320001,0.000531108768579,1.682677783036249e-07,2.9238825542658255e-05,2.7041054484773973e-05,6.774827731229986e-05,0.014903183095157,0.000227237076614,0.004469010978937001,0.000584792986046
137,400,1,0.000284728972474,0.00022789567689500002,7.356450832200303e-07,2.7345727327580484e-05,2.6599753861470773e-05,5.7676853733331285e-05,0.014907814562320001,0.00022805758635500002,0.004484400618821,0.000100110621133
138,400,1,0.0005607573548330001,0.000475552699451,3.4019621845497256e-07,3.173771377381248e-05,2.9577109368498593e-05,0.00013247381017800002,0.014912460930645001,0.000228857184993,0.004499855916947001,0.000762800336815
139,400,1,0.000442102260421,0.000390099208743,5.349802923622823e-07,2.5807238974569675e-05,2.1897014145603563e-05,5.610228072328028e-05,0.014916857704520002,0.00022958482441000003,0.004514578264206,0.00050890003331
140,400,1,0.0005331830470820001,0.00044864167769700003,2.519167134525564e-07,4.212567364447751e-05,3.6800945357147924e-05,9.19297187162253e-05,0.014920583926141002,0.00023014102771400002,0.004527245648205,0.0005924199358560001
141,400,1,0.00037634963518900003,0.00030268158540500004,4.497024832517127e-07,3.9251339633968506e-05,3.5129029432331066e-05,6.328081083969057e-05,0.014924406073987002,0.00023077506921200002,0.004540091380476,0.001052661798894
142,400,1,0.00047466519754300006,0.00041030360443900004,1.2106536336394427e-07,3.218881768892364e-05,2.7956438922653134e-05,6.918722586609267e-05,0.014928277581930001,0.00023144659644400002,0.004553004633635001,0.000688341795466
143,400,1,0.00024631340056600003,0.000175778399958,6.276067286610971e-07,3.61740115598271e-05,3.0731415942379194e-05,6.973883804069678e-05,0.014931740239262001,0.00023207190679300002,0.004564569797366001,0.000192497886018
144,400,1,0.00040697306394500005,0.000360288181885,3.3808795526131985e-07,2.347573960529795e-05,2.1881279280933082e-05,4.71084458695259e-05,0.014935865998268,0.00023283687187300003,0.0045781354419880006,0.000565691851079
145,400,1,0.00048426355351600004,0.000400020343173,4.1637999951641775e-07,4.7547129118659846e-05,4.542898841464194e-05,5.3964138108616076e-05,0.014939342625439,0.00023352616699400002,0.004589609801769001,0.000277886574622
146,400,1,0.0007068177801550001,0.0006456891229990001,3.021405584983465e-07,3.4300729566894006e-05,3.0821425752947114e-05,4.206819661097447e-05,0.014943939633667,0.00023437634808900001,0.004604575689882,0.0010218648239970001
147,400,1,0.0006061177700750001,0.0005204956881540001,1.021014632840433e-06,4.781534820115971e-05,4.033811516516531e-05,6.296253316880514e-05,0.014947921037673001,0.00023512124607800002,0.0046176463365550004,0.0005857273354190001
148,400,1,0.00026583479484500004,0.00019078168406800003,2.518376825596154e-07,3.509045563987456e-05,2.747430092616317e-05,9.785297758450423e-05,0.014951320365071002,0.00023580253764500002,0.004628818016499001,0.000462504627648
149,400,1,0.000270925054792,0.00021654990268800002,2.1135956510912968e-07,2.5901240708966114e-05,2.4781722459010783e-05,6.322211872126597e-05,0.014954583719372002,0.00023650664661500003,0.0046394718810910006,0.00031768341432300004
150,400,1,0.0006345908623180001,0.0005789269877520001,3.8533647265618726e-07,2.8388225473463532e-05,2.696598039619857e-05,4.95780853574009e-05,0.014958557672798,0.00023732199042500002,0.004652319010347,0.0008239817107090001
151,400,1,0.00033588253427200003,0.00028096733876700004,2.168797633335847e-07,2.8815314180974386e-05,2.4004561055335213e-05,5.452625252170643e-05,0.014962231740355,0.00023809242702500002,0.004664175678044001,9.471462544752286e-05
152,400,1,0.00046249662409500003,0.000391471704157,4.584761181073797e-07,3.5313114797948713e-05,4.070679096912499e-05,5.72784756514011e-05,0.014965981245040002,0.000238828244619,0.004676331300288001,8.581177098676564e-05
153,400,1,0.000388962827855,0.00032385257266700005,7.298197033378528e-07,3.455151333279598e-05,2.9886081089595492e-05,5.7095529579479866e-05,0.014970016665756002,0.00023961265105700003,0.004689346067607,0.0007645383593620001
154,400,1,0.000381648016627,0.000332258374934,3.039070447149091e-07,2.157875830259096e-05,2.2062654352339454e-05,6.325269805529388e-05,0.014974149875342001,0.00024040514836000003,0.004702617414295,0.00033574970439000004
155,400,1,0.000380812445655,0.00031876682381400004,3.4724108151825317e-07,2.8692351709954284e-05,2.6839503031321023e-05,7.521585454621042e-05,0.014977885410189,0.00024113830295300002,0.004714642185717001,0.000277611834462
156,400,1,0.000725644815247,0.0006482207876,5.418654917358859e-07,4.3260354686935905e-05,4.2418604304354325e-05,4.6585345747492596e-05,0.014981777407228001,0.00024189664691200003,0.004727059043943001,0.0006854085368100001
157,400,1,0.0005954651860520001,0.000535937647024,4.0855734084743744e-07,3.060943890886847e-05,2.8809633022319762e-05,5.3254077405047916e-05,0.014985589310526001,0.000242578113102,0.0047392626293,0.00092122668866
158,400,1,0.00047857940080500006,0.000426460028393,1.315665672999936e-06,2.3282474254907964e-05,2.894218232540879e-05,5.1380568038439385e-05,0.014989458955824,0.000243296002736,0.00475155422464,0.00034461740870000003
159,400,1,0.000382079393602,0.00032563944599400005,2.570788950606584e-07,2.8148466299171563e-05,2.5871029265545072e-05,5.9338629701718076e-05,0.014993119053542002,0.00024395875516300001,0.004763237200677,0.000650149246212
160,400,1,0.00038099498488000004,0.000307626656043,7.727348976989864e-07,3.775527814771825e-05,3.196965311265861e-05,7.012758639272458e-05,0.014996604993939,0.000244620634475,0.004774378612637,0.00034067546948700003
161,400,1,0.00033420728868800004,0.00027190265973300003,3.458710674901037e-07,3.1917863452690654e-05,2.786884200152902e-05,6.216264470519188e-05,0.015000140294432002,0.000245283677941,0.004785659722983,0.000523696886375
162,400,1,0.000578506675083,0.0005111314530950001,1.654833023205052e-07,3.6466815496775475e-05,3.2867445346103835e-05,5.8058661428124957e-05,0.015004131942987001,0.000245991948759,0.0047983275726430005,0.0005809133872380001
163,400,1,0.00047849002294200006,0.00042723666410800004,2.2069217860594858e-08,2.527311244193697e-05,2.526453893854826e-05,4.960452133673244e-05,0.015008560381829001,0.00024685417884,0.004812120459973,0.0009438147535540001
164,400,1,0.000524350267369,0.00047262690592700005,3.496950640169416e-07,2.760462060299081e-05,2.3120023494508743e-05,4.795162567461376e-05,0.015013800933957001,0.000247830990701,0.004828277043998,0.000683712074533
165,400,1,0.000383198086638,0.000316253130828,3.4486109730854264e-07,3.5643992608432505e-05,2.3869826236477824e-05,7.337997521972284e-05,0.015019221231341001,0.00024882439174600003,0.004844966344535,0.000889058457687
166,400,1,0.000424041500082,0.000369263201719,1.17938847665755e-06,2.861688365859057e-05,2.589434704229158e-05,5.028039595345036e-05,0.015024691820144001,0.000249846867518,0.0048617590218780005,0.000594793935306
167,400,1,0.000364144449122,0.000320444276439,5.126767158950921e-07,2.1308493160177026e-05,2.247160076270423e-05,4.2323500868709146e-05,0.015030354261398001,0.00025092618307,0.004879027605056,0.000409770931582
168,400,1,0.000611714785918,0.0005573920934690001,1.4133487313827678e-07,2.8730070577391114e-05,2.6881856380593185e-05,4.797130289565152e-05,0.015036845579743002,0.00025212398031700003,0.004898639395833001,0.0009255689801640001
169,400,1,0.00045257402234700003,0.00038382065637600004,7.689409677880121e-07,2.9585439127307232e-05,2.4988914598604122e-05,9.7150733381568e-05,0.015043281950056001,0.000253300560871,0.004918082617223,0.001167398644611
170,400,1,0.000493572384584,0.00042068162292700003,3.253807297672513e-07,3.8943766412558034e-05,2.7874288207385692e-05,7.564175272515665e-05,0.015049111098051002,0.00025432091206300004,0.004935747478157,0.000502049282658
171,400,1,0.0004917157930320001,0.00043025347501100006,7.143024068530698e-07,2.7209757414918084e-05,2.5712560576115113e-05,7.739303813044293e-05,0.015054992400109001,0.00025535179884100004,0.004953505005687001,0.0007962221279740001
172,400,1,0.000546837050933,0.000493782320215,2.722726414106091e-06,2.4904241702946212e-05,2.7839676173850122e-05,4.831258653818319e-05,0.015060908161103,0.00025634255143800003,0.004971296992152,0.00021517270943100002
173,400,1,0.000470663740998,0.000357728233211,6.579237708711124e-07,7.91132867258663e-05,3.6308741376463637e-05,5.783022061223165e-05,0.015067060478031,0.000257430248893,0.004989726468920001,0.000185998855158
174,400,1,0.000358695921022,0.000302740920839,8.171973000514754e-07,2.719141866691643e-05,2.333813972654752e-05,6.122168997535482e-05,0.015073237940669,0.00025855953572300003,0.005008081905543,0.0006090750102880001
175,400,1,0.000518312968779,0.000453427387886,5.96740989067257e-07,3.428894433454843e-05,2.8207068983950492e-05,6.006211697240361e-05,0.015079327858984002,0.00025967325200300004,0.005026161670684,0.001278434181585
176,400,1,0.000653979252092,0.0005955340263120001,7.279085920686157e-07,3.17968748883383e-05,2.9014480484571933e-05,4.669443478633185e-05,0.015085670165717002,0.000260822620475,0.0050449012778690005,0.00040638283826400004
177,400,1,0.000525917508639,0.000471038520724,2.764871425142701e-07,2.9669299086284202e-05,2.4288072988080483e-05,5.101681684512491e-05,0.015092778950929002,0.000262202258454,0.0050656930543480005,0.001038970425724
178,400,1,0.00043028660002100006,0.00035132789829100003,2.210720124740106e-07,4.059127938186672e-05,3.631812857444554e-05,7.301100716479898e-05,0.015098614618182002,0.00026329714455600005,0.0050829513929780005,0.000562915462069
179,400,1,0.000594897079281,0.0005288247994030001,4.1564408329956365e-07,3.2145601229179504e-05,3.3662932158525415e-05,6.326282891677694e-05,0.015104298479855002,0.000264403322944,0.005099711939692,0.0006395783275360001
180,400,1,0.0005147552001290001,0.00045347200163300006,2.689046715668534e-07,3.105700413167748e-05,2.9373052863472065e-05,5.868312291568146e-05,0.015110317617654,0.00026562929269800003,0.0051173125393680005,0.0008306280942630001
181,400,1,0.000309689232381,0.000264907367333,9.4044893235908e-07,1.9910397895728235e-05,1.9476420069016363e-05,5.498019163496793e-05,0.015116293914616,0.00026685217744600004,0.005134738516062,0.000617232173681
182,400,1,0.000336503610014,0.000297499029935,4.907307555868101e-07,1.933108766631145e-05,1.7436156970992062e-05,4.2894759038366224e-05,0.015122286975383,0.00026804060325900003,0.005152180790901,0.0010008879471570002
183,400,1,0.00029347799136300004,0.00023907918754600003,2.698874859892915e-07,2.7880296329385604e-05,2.685178181612476e-05,5.0402276125775344e-05,0.015127912163734,0.000269183365162,0.005168537143617,0.00046790522173900006
184,400,1,0.000372144422726,0.00031211225238300005,5.383657892821249e-07,2.8533274113821484e-05,2.6347383633644014e-05,6.708176260872278e-05,0.015133379027247,0.000270263233687,0.0051843929104500005,0.00010576796194
185,400,1,0.000462896976387,0.00039100842453300004,5.814239329993143e-07,3.9089129738082797e-05,2.70736736638355e-05,7.285216118665025e-05,0.015137991867959001,0.000271091877948,0.005198012571781,0.001107352785766
186,400,1,0.0006285993149500001,0.0005642463317290001,1.931442135116867e-07,3.559978616370548e-05,3.2416107539271856e-05,4.6215215964669674e-05,0.015142839401960002,0.00027187532396000003,0.005212321877479001,0.001076197950169
187,400,1,0.000188153455383,0.000126080917349,5.982625452816137e-07,2.6504358174861412e-05,2.2094799229914013e-05,8.710776698232318e-05,0.015147170051932002,0.00027258967747900004,0.005225165281444,0.00025924801593600003
188,400,1,0.00042943219887000005,0.00037549564149200003,2.568528619425099e-07,3.1546542838138215e-05,2.2136885187743854e-05,4.443678881216328e-05,0.015151598490774002,0.000273300975095,0.00523829832673,0.0013175010681150002
189,400,1,0.000277109647868,0.00021830465023700002,7.717369356896597e-07,3.3395983336959034e-05,2.444108182923325e-05,4.8624914901059434e-05,0.015155770815908002,0.000273966608801,0.005250618327409,0.000549163902178
190,400,1,0.000370179332094,0.00032582168933000005,1.438500343435104e-06,2.370227048231754e-05,2.06516506295884e-05,3.656636423935804e-05,0.015160339884459001,0.00027469824999500005,0.005264020059257001,0.000866685295477
191,400,1,0.00043926713988100003,0.00040047003615900005,2.465899981984876e-07,1.8905118546778493e-05,1.787630905406937e-05,4.3059265105209e-05,0.015165456570684,0.000275540340226,0.005278905387967,0.00108269136399
192,400,1,0.000443682889454,0.000392920628655,3.476629650833729e-07,2.8130192428458642e-05,2.6949443205618692e-05,3.5766233850154094e-05,0.015170682221651001,0.000276408012723,0.005294064991176,0.0013440323527900001
193,400,1,0.000537590880412,0.00047270371093500004,2.8849480884218792e-06,3.4991423490282614e-05,2.8495375469598613e-05,5.199815859668889e-05,0.015175679698586,0.000277200626442,0.005308605264872,0.001107774674892
194,400,1,0.000466116500319,0.00041079226260300005,1.734757562784258e-07,2.963763290608767e-05,2.6923690408390634e-05,4.5321609529006914e-05,0.015180353075265001,0.000277924118563,0.005322248674929001,0.000692719593644
195,400,1,0.0005296501331030001,0.00046740778877000003,5.400009494375505e-07,3.1893513247875184e-05,2.5898746874493853e-05,6.688164527683209e-05,0.015185661613941002,0.00027880631387200005,0.005337544716894,0.000743310840334
196,400,1,0.00047617545351300006,0.00042638827774900005,5.433575059517656e-07,2.4685428797965873e-05,2.4030834841444932e-05,4.7880809991814516e-05,0.015191409736871001,0.00027976921410200004,0.005353942513465,0.000917807221412
197,400,1,0.00042719949851700005,0.00038927809024800005,3.126051394038616e-07,1.608045901472602e-05,1.9696826105549313e-05,4.840453645253243e-05,0.015197331085801001,0.00028081197524400004,0.00537070678547,0.0006738714291710001
198,400,1,0.00045430223690300005,0.00041365081657800004,6.624732028133925e-07,1.971663353591187e-05,2.049427015056911e-05,4.011762878993371e-05,0.01520300656557,0.00028179478249500004,0.005386780947446,0.000740921474061
199,400,1,0.000366738211596,0.000325619611733,3.218988003557873e-07,1.7690408943356793e-05,2.1849972047978852e-05,4.864354195888155e-05,0.015208831988275,0.00028282499988500003,0.005403195042163,0.0005699531175190001
200,400,1,0.000374420225853,0.00032470509177,6.023891252482372e-08,2.5359239468040563e-05,2.3921153418389924e-05,4.8478509900936245e-05,0.015214394778013,0.00028385341283800004,0.005418821237981,0.000491257116664
201,400,1,0.00044728728244000003,0.00039396457820300003,3.796427705538008e-07,2.4993096303660426e-05,2.5372125795305085e-05,5.816101838718169e-05,0.015220225788652002,0.000284898967947,0.005435151979327001,0.0010268372716380001
202,400,1,0.00028049631509900004,0.00024026565370100002,1.648124765551983e-07,2.042635333054932e-05,2.1569959850846015e-05,3.467605165496934e-05,0.015226115472614002,0.00028598200879000003,0.005451572593301,0.000675301183946
203,400,1,0.0003321878321,0.000277683604508,3.670585471127197e-07,2.4212030136065245e-05,2.4448205294902433e-05,6.615449334882821e-05,0.015231871046125,0.000287060101982,0.005467520095407,0.00043868110515100006
204,400,1,0.00044454797171000006,0.00038821177683200005,3.911507254391229e-07,2.809121754883866e-05,2.7897687838655354e-05,5.59180825803196e-05,0.015237542800605,0.000288114242721,0.0054831346496930005,0.00041866343235500005
205,400,1,0.00019907901878400003,0.00016038791606300001,2.459832089130032e-07,1.7519813657903192e-05,2.1780586394015703e-05,4.029339622017384e-05,0.015242925845086,0.000289140443783,0.005497881211340001,0.00033676816383300005
206,400,1,0.000287579197902,0.00023995690571600002,5.050077523568083e-07,2.072507049888372e-05,1.974778524527209e-05,6.340959013565832e-05,0.015248159877955001,0.00029015945619900003,0.005512186791747,0.0005574593087650001
207,400,1,0.000259316439041,0.000208033636833,1.5026000591925973e-07,2.661511553014861e-05,2.6887522987332584e-05,4.4491875693590074e-05,0.015252897515892,0.000291064439807,0.005525165237486001,0.00033365873969100004
208,400,1,0.00033882976276800004,0.00028724232834000004,3.5539066326843255e-07,2.638561909407144e-05,2.5870765057334214e-05,4.901863940176555e-05,0.015257692895829001,0.00029197838739400005,0.005538276862353001,0.0006701929960390001
209,400,1,0.000327695364831,0.00028115963990100004,7.91949328042089e-07,2.080239846691256e-05,1.933784672777013e-05,5.7991472810196384e-05,0.015262222848832002,0.00029279512818900004,0.0055507370270780005,0.0006808204925610001
210,400,1,0.00036014924990000004,0.00031718089788500004,9.624219264499818e-07,2.013201992667745e-05,1.8442614721910403e-05,5.1105851525790065e-05,0.015266823582351001,0.00029366710805300004,0.005563303362578,0.0008051551412790001
211,400,1,0.0006722232210440001,0.0006111013135520001,3.080089735855533e-07,3.353398005856434e-05,2.9306384628095355e-05,4.9704242276978526e-05,0.015271735377609001,0.00029452738817700003,0.005576792638748,0.001430968753993
212,400,1,0.0005110485362820001,0.000468265158512,6.354127274713998e-07,2.118575988182177e-05,1.761666817401419e-05,4.740420505792523e-05,0.015276678837835001,0.000295354810077,0.005590344313532,0.00021731815650100002
213,400,1,0.00032342626946,0.00027628904354000004,3.941805933512417e-08,2.3336208869295664e-05,2.1565645814310603e-05,5.2845006090744086e-05,0.015281409956514001,0.000296145241009,0.005603309720754001,0.000627142784651
214,400,1,0.00028052827110500004,0.000238934754937,4.0536233806657635e-07,2.042346856493774e-05,2.2564942507112093e-05,3.7073371155808374e-05,0.015286044217646,0.000296896818326,0.005616010632365,0.00044930196600000003
215,400,1,0.000575528189074,0.0005204165839430001,2.915149016994671e-07,2.9834566400192372e-05,2.1454781744978394e-05,5.725270784751047e-05,0.015291046351194002,0.00029768017702700003,0.005629636347293,0.000724983110558
216,400,1,0.0005855029448860001,0.000529736561778,9.281063828581182e-08,3.0671025645763926e-05,2.8723950587542884e-05,4.302105389797361e-05,0.015296222642064001,0.00029848678968800004,0.0056437193416050005,0.000829855911433
217,400,1,0.00044017413165400003,0.000398740638047,8.36623688845369e-07,1.8450746210874062e-05,1.9681875983224014e-05,4.9481674674704365e-05,0.015301493927836002,0.000299364823149,0.0056579681113360005,0.000533314887434
218,400,1,0.0005193948745720001,0.0004445178832,1.929790585109003e-07,3.287899259400243e-05,2.8398550815230312e-05,9.915468156881009e-05,0.015306132845580002,0.000300126499496,0.005670592188835,0.000741770840249
219,400,1,0.00033777242060700004,0.00028569198912,6.673929959788438e-07,2.6788808099809106e-05,2.006701924983645e-05,5.578997115662788e-05,0.015309945680201002,0.00030074903042900003,0.0056810965761540004,0.00047094293404300003
220,400,1,0.000271907396381,0.000225286693118,3.224515836564023e-07,2.063421986046402e-05,1.9367725144547873e-05,5.9103912159722924e-05,0.01531362440437,0.000301378662697,0.005691188853234001,0.0006855801912020001
221,400,1,0.000423797580879,0.00035765339271100004,1.5141616943973681e-06,3.5451657822704874e-05,2.4222737920354124e-05,6.529074198624585e-05,0.015317117795348001,0.000301936728646,0.005700917448848,0.000473016581963
222,400,1,0.000315284589305,0.000274629176904,2.1330565817360511e-07,1.9882284201836832e-05,1.8207021033352554e-05,4.508586425799877e-05,0.015320893377065001,0.00030253268778300004,0.005711353849619001,0.0006337029044510001
223,400,1,0.00041792934644000005,0.00037822197191400006,9.61922121215745e-08,1.8534611323654342e-05,2.18309892261459e-05,4.1844634930991255e-05,0.015324948355555002,0.00030321467784200003,0.005722480826079001,0.000825129158329
224,400,1,0.00036433446803100004,0.00032911227026400004,3.5729037743218817e-07,1.7822521840571422e-05,1.762791604657347e-05,3.3823940005580276e-05,0.015329459682106002,0.000304006272926,0.005734697915613001,0.000988724757917
225,400,1,0.000385306979296,0.00034658037475300004,4.0697974649598706e-07,1.927744900361479e-05,1.904267871092694e-05,3.7026445473505504e-05,0.015333832241594,0.00030480802524800003,0.005746507551521,0.00046573212603100004
226,400,1,0.00055769958999,0.000503945144979,3.723709962599741e-08,2.4151188578495443e-05,2.0459407702825654e-05,7.278468971586942e-05,0.015338786877691002,0.000305732042761,0.005759813822805,0.000861353822983
227,400,1,0.00018198735779100002,0.00013162805407700002,2.395790505242227e-07,2.5259246588878643e-05,2.4192853743443262e-05,4.863133381149965e-05,0.015343336388468002,0.00030659651383700004,0.005772026255726001,0.00036730137071500004
228,400,1,0.00035332457628100005,0.000290969704413,1.188138488335728e-07,3.27593952533789e-05,2.935792508651502e-05,5.393913791825374e-05,0.015347739681601,0.00030744762625500003,0.005783865228295,0.0008099990664040001
229,400,1,0.000503537012264,0.00045493269135400005,4.738132493760834e-07,2.497285458957776e-05,2.197110825363779e-05,4.716193022128815e-05,0.015352522954344002,0.000308360147755,0.005796630401164,0.001090164179913
230,400,1,0.000651192385703,0.00060821644729,1.006872714981455e-06,2.08160651406312e-05,1.8468353421970583e-05,4.7140493128002475e-05,0.015357865951955001,0.00030925549799500003,0.00581089220941,0.00036071700742400004
231,400,1,0.000541161221917,0.000492415303597,8.214926718134543e-07,2.5213185229707353e-05,2.3511846090210994e-05,4.2208497992154065e-05,0.015362652018666002,0.000310037197778,0.005823739338666,0.000833232945296
232,400,1,0.0008072475320650001,0.0007568423267600001,1.377904131535009e-07,2.5466553476386863e-05,2.406772243072434e-05,4.738352678638572e-05,0.015368509106338002,0.00031101203057900005,0.005839158780872,0.00035985634895
233,400,1,0.000357637240085,0.00031710104182500003,7.504727269254847e-07,1.9258151648197483e-05,1.9474469657628404e-05,4.302298172357647e-05,0.015374192036688002,0.00031199789373200003,0.005854105576872001,0.0005524626467370001
234,400,1,0.0004938187776130001,0.000454264799676,7.065242281593478e-07,1.9176299550357122e-05,1.8727717967218872e-05,4.012750529606516e-05,0.015379953198134,0.000313013471895,0.005869182758033001,0.000899707025382
235,400,1,0.000266072136582,0.00022772419712600002,3.8077346194616735e-07,1.630786679622057e-05,1.6757267379337762e-05,4.9050899785167225e-05,0.015385590493679002,0.00031399764702600005,0.005883945152163001,6.647226109635085e-05
236,400,1,0.00035460680373900004,0.000300445622997,4.810701549710453e-07,2.8753899338577565e-05,2.400883689309315e-05,4.8620695451973e-05,0.015390758402645002,0.000314895645715,0.005897555500268,0.000270947348326
237,400,1,0.000354482850525,0.00031782725515400005,7.833751141106404e-07,1.6951926530358222e-05,1.8062211741683612e-05,4.1445274594783164e-05,0.015396194532513001,0.00031583939562500004,0.005911819171160001,0.000850410899147
238,400,1,0.000308437040075,0.000266040524972,7.279113608168094e-07,2.083883161200598e-05,1.970403582163271e-05,4.38947214812894e-05,0.015401559881865002,0.000316777382977,0.005925877019762001,0.001062041032128
239,400,1,0.00032001658109900003,0.00027897166485900003,1.598915484161504e-06,2.076530563499545e-05,1.78253294507158e-05,4.068423550052102e-05,0.015406772494316,0.00031770530040300005,0.005939472932368001,0.0004955127369610001
240,400,1,0.000291980395559,0.00023796329818000003,1.46601276895808e-07,2.6170860110141806e-05,2.512588980607688e-05,5.45745042472845e-05,0.015411667525768,0.00031858467264100004,0.005952280014753001,0.000836891238577
241,400,1,0.00046147085959000005,0.00039928020851200005,1.1808010119314831e-06,3.23543899867218e-05,2.7700090261835914e-05,5.863963087904268e-05,0.015417095273733002,0.000319532497087,0.005966355558484001,0.0009989810641850001
242,400,1,0.000288149574771,0.000252558272525,2.972358963034456e-07,1.6633435128217872e-05,1.7200746697199062e-05,3.979598477599211e-05,0.015422856435179001,0.00032054737675900005,0.005981212947517,0.0007154165068640001
243,400,1,0.00030509915086400003,0.00026557186113900004,5.828962059695186e-07,1.9669165188436942e-05,1.812510193606916e-05,3.8702021508167185e-05,0.015428744256496001,0.00032160064438300004,0.005996301770210001,0.0004916522884740001
244,400,1,0.000269452226348,0.00022539354055500001,1.443618652767024e-07,2.2146164762186043e-05,2.0844272209311992e-05,4.312253622629215e-05,0.015434570610523002,0.00032264989567900004,0.006011148914694,0.000406533625209
245,400,1,0.00037391835940000004,0.00032665200221,1.259715965318264e-06,2.3052592950989496e-05,2.254956780234351e-05,4.4970242621881575e-05,0.015440503135323,0.00032370819826600005,0.006026238203048001,0.0012937812134620002
246,400,1,0.00039420402026700004,0.000360360046518,8.409519125507359e-07,1.620288821868598e-05,1.631004746135052e-05,3.584517071431037e-05,0.015446409583091002,0.000324741762597,0.006041252054274001,0.001405098475515
247,400,1,0.000345086096785,0.000311359248977,9.66981019701052e-08,1.583526227477705e-05,1.8034400454780553e-05,3.4915056554988645e-05,0.015452519059181002,0.000325804896419,0.0060567320324480005,0.0008231650572270001
248,400,1,0.000462889875052,0.00041355119901700005,1.3434034566254608e-07,2.393295775012423e-05,2.5809403117212543e-05,4.6675684643560096e-05,0.015458788722753001,0.00032685289625000003,0.006072619929909,0.000663467275444
249,400,1,0.000325579778291,0.00028800110885600003,5.230136016128503e-07,1.810650261783545e-05,1.9322797015774992e-05,3.4731267078313977e-05,0.015465080738067,0.000327942310832,0.006088498514145,0.0006731547182420001
250,400,1,0.00031586491968400003,0.000272034560718,8.070841914786797e-07,2.021451655309647e-05,2.025101639446802e-05,4.9011038148213025e-05,0.015471003949642001,0.00032895989716,0.006103470921516,0.000636928714811
251,400,1,0.000350092188455,0.00026246238121500003,4.1171622910951545e-07,5.331766684927667e-05,2.9122762498445812e-05,7.204024889991464e-05,0.015476117841899001,0.00032981604454100004,0.006116580683737,0.000565105467103
252,400,1,0.00045912593486700006,0.000414501254757,1.236505724477865e-07,2.075819990447295e-05,2.15373537078752e-05,4.952449125994463e-05,0.015481327660381001,0.00033067600452300005,0.006129912100732,0.0007661425624970001
253,400,1,0.00011488443124100002,7.229833863675594e-05,1.2782618578436691e-07,2.0844185807315323e-05,2.042582809735904e-05,4.5989995366350435e-05,0.015485851094126,0.00033143378095700003,0.006141544319689001,5.3215713705867536e-05
254,400,1,0.000379139441065,0.000330806724377,1.523677440218307e-06,2.577058482226372e-05,2.1976899309568882e-05,3.8364160597363174e-05,0.015489592216908002,0.00033202915801600004,0.006151305977255,0.000650159898214
255,400,1,0.000181245864951,0.00014042811744700002,1.870296390353113e-07,1.968559354281751e-05,1.8350945235094212e-05,4.420457662490663e-05,0.015493138693273002,0.00033260445343300004,0.006160536315292,0.000381608086172
256,400,1,0.00012241187505400002,8.51303060092808e-05,1.322014947883568e-07,1.6492239410581533e-05,1.5834373395288523e-05,4.8383122096614294e-05,0.015496254898607,0.00033311618608400004,0.006168695166707001,4.438581527210773e-05
257,400,1,0.00041692800004900003,0.000374579287987,2.54213418315885e-07,2.1403112744640865e-05,1.968641618077526e-05,4.04591228289064e-05,0.015499801374971001,0.00033371860627,0.006177850067615001,0.000798059976659
258,400,1,0.00038049891008900004,0.00033581145665500004,2.956844345665861e-07,1.9646905608775952e-05,2.4114818491701343e-05,4.9510862481838565e-05,0.015503225848078001,0.00033430461189700003,0.006186693906784,0.0007813450065440001
259,400,1,0.000204859563382,0.000173830791027,1.825040717070199e-07,1.3345840367643781e-05,1.3078263843150731e-05,4.3589043950002335e-05,0.015506554394960001,0.000334862241288,0.006195257883518,0.00041186602902500006
260,400,1,0.000587157614063,0.0005367879930410001,1.7943596617442381e-06,2.7549386383422344e-05,1.6932790155503124e-05,4.9842869581577055e-05,0.015510531142354001,0.000335522374371,0.006205468438565001,0.0007721380679860001
261,400,1,0.000273674086201,0.000238347429937,6.903509112513954e-07,1.705758480359994e-05,1.6277705375008132e-05,3.902035011075593e-05,0.015514513477683001,0.000336182914907,0.0062156491912900005,0.0006911226082590001
262,400,1,0.000399402953917,0.000356729367922,5.083340160657219e-07,1.8339853492458744e-05,1.8235618275260393e-05,5.6178733454241105e-05,0.015518935397267002,0.000336894445354,0.006226891651749,0.0011248553637410001
