step,total_steps,stage,loss,erase_loss,style_loss,content_loss,image_loss,preserve_loss,adapter_norm,adapter_delta_norm,adapter_update_norm,target_shift
25,400,1,0.00034206526470300004,0.00028461087398,6.072599489925777e-07,3.1488028374345355e-05,3.3517937784684676e-05,3.263925949189191e-05,0.014263916760683,7.00458258506842e-05,0.0013780838344240002,0.00012480524310300002
26,400,1,0.000305416877381,0.000269011664689,1.1140359390537919e-07,1.902177988692225e-05,1.8116120979054053e-05,3.1507076528214384e-05,0.014268975704908001,7.203473069239408e-05,0.001425375696271,3.3355187042616315e-05
27,400,1,0.000645341118797,0.0005273274534070001,1.687559603169575e-07,7.372855210026805e-05,7.07241500397989e-05,3.4121161661460064e-05,0.014274068176746,7.396567525574937e-05,0.001471384079195,0.000228162200073
28,400,1,0.000779698370024,0.000708738924004,1.6220605421797999e-07,4.333506421971834e-05,3.984166596637806e-05,2.9348140136183552e-05,0.014279366470873,7.589127926621586e-05,0.001517859986051,0.000130086395074
29,400,1,0.0010247383033850001,0.00092757770714,3.925852247732564e-07,5.8702313860218666e-05,5.9486084865056916e-05,3.2887438161803104e-05,0.014285244978964001,7.795399869792163e-05,0.001567945233546,0.000176912668393
30,400,1,0.000793376297224,0.000681283670322,3.777696899002573e-07,6.723087669039766e-05,6.620757085329387e-05,4.4560109320930984e-05,0.014291184023022001,7.997330249054357e-05,0.001617225585505,0.00019705314480200002
31,400,1,0.0006150017143220001,0.0005386029467140001,7.910262385853646e-08,4.3246713175904e-05,4.2647299172434344e-05,4.5614330095607634e-05,0.014297043904662,8.191925007849932e-05,0.0016646422445770002,0.00017092502093800003
32,400,1,0.0005433481419450001,0.000457281450508,4.073099725054874e-06,4.467615220467754e-05,4.949797948938795e-05,4.7816772469862684e-05,0.014302795752882002,8.378920028917493e-05,0.001709976932033,0.00015254554455100002
33,400,1,0.000178995673195,0.00012603747503200002,1.538315685204831e-07,2.541073899919865e-05,2.5568391113968872e-05,5.309814514475874e-05,0.014307959936559,8.546411118004472e-05,0.0017498201923440001,5.7587887567933656e-05
34,400,1,0.000727353501133,0.000663877998401,2.633849689459566e-07,3.2982451557472814e-05,3.656820899777813e-05,4.447566152521177e-05,0.014313658699393002,8.726434316486122e-05,0.001792531693354,0.000147960818139
35,400,1,0.0007629328756590001,0.000642868695043,4.202054337080578e-07,7.103138659658725e-05,7.319838065692845e-05,4.750234984385316e-05,0.014319346286356002,8.901480759959669e-05,0.0018342827679580002,0.00023991664056600002
36,400,1,0.000912785995751,0.0008020539923260001,1.6240464949153952e-06,6.248229783523129e-05,6.278572952093481e-05,5.8040018605728015e-05,0.014325261116027001,9.078381845029072e-05,0.0018767110304900002,0.000199150061234
37,400,1,0.0007712391088710001,0.0006578462586420001,6.516320070204529e-07,6.911989991446414e-05,6.580032337903202e-05,4.303249685714642e-05,0.014331487007439001,9.259457146981732e-05,0.0019202631665390002,0.000278315274044
38,400,1,0.0009001958533190001,0.000745745715297,2.834367715346768e-07,9.596645638036233e-05,8.81382726826511e-05,5.2570709461482096e-05,0.014336888678371,9.415399108547719e-05,0.001957736676558,0.00034317662357300003
39,400,1,0.000520031258929,0.00042313760786700003,2.872408894442439e-07,5.4290115864811625e-05,5.4005635926538766e-05,5.734863437586077e-05,0.014342238195240001,9.569720714353026e-05,0.0019941292703150003,0.00024678374757000003
40,400,1,0.00047420905320900004,0.00033456313152100005,2.631862171161477e-07,8.464062617955886e-05,8.393018409454575e-05,5.00519818160683e-05,0.014347155578434,9.711043821880595e-05,0.002027244539931,0.00029752496629900004
41,400,1,0.0010124312248080002,0.00084657917614,3.084261900691369e-07,0.00010137907490000001,0.00010445584575700001,4.713890181543926e-05,0.014352209866046002,9.852210496319459e-05,0.0020607833284880003,0.000431707478128
42,400,1,0.0011915405048050001,0.0010150721063830002,2.956857170962242e-07,0.000109595177491,0.000105972749527,5.17440854916155e-05,0.014357343316078,9.9931909062434e-05,0.0020943605341010004,0.000303048465866
43,400,1,0.0007905702223060001,0.0006613351482270001,4.4600490175146957e-07,7.563002782262629e-05,7.624950922036078e-05,5.648276965075639e-05,0.014362148009240001,0.00010124807886300001,0.0021255803294470002,0.000232973019592
44,400,1,0.00056516029872,0.00046760804252600003,1.7858248109921718e-07,5.700791825802299e-05,5.6120052552917826e-05,4.512780469667633e-05,0.014367087744176001,0.00010259261762200001,0.0021572709083550004,0.000218100351048
45,400,1,0.000608545145951,0.000518726563313,4.2676736219012424e-07,5.220540500279944e-05,5.0572209753833405e-05,4.8567366926969654e-05,0.014372374862432001,0.000104013743111,0.002190624596551,0.000272827979642
46,400,1,0.000493114232085,0.000403562533999,1.231717720410567e-07,4.872249761926165e-05,4.834257561014966e-05,6.102152595606943e-05,0.014377715997397001,0.00010545382974600001,0.002223727293312,0.00019228759629100003
47,400,1,0.0005714193102900001,0.000503328837415,2.801729834800426e-07,3.735795326065272e-05,4.003861977253109e-05,4.1183301618730184e-05,0.014382974244654002,0.00010686228779300001,0.002255840692669,0.00018314196495300002
48,400,1,0.0009418192203150001,0.0007884752121750001,2.764179640735165e-07,9.151316589850468e-05,8.07777350928518e-05,7.788297686298999e-05,0.014387653209269002,0.00010814826237,0.002284187823534,0.00031729275360700004
49,400,1,0.0009208740084430001,0.00078588250714,3.025524364375087e-07,8.052764921255101e-05,7.28334189261659e-05,6.668023221815626e-05,0.014392938464879,0.00010954817116700001,0.002315776422619,0.000424175814259
50,400,1,0.000270316115347,0.000213501955537,4.69263892928969e-07,2.915324087856182e-05,2.8567090339493003e-05,4.8689137959930434e-05,0.014397650025784001,0.00011083353456300001,0.002343754051253,7.80112823122181e-05
51,400,1,0.000448005739599,0.000321380701886,1.6094427716476878e-07,7.522524750432542e-05,6.984050408694506e-05,5.9532949914379664e-05,0.014402073808014,0.00011206302588100001,0.002369710244238,0.00032461079536
52,400,1,0.0008562630391670001,0.0007077587069940001,4.334027317328311e-06,9.414518899575343e-05,7.670966624573339e-05,4.8471662618491486e-05,0.014407016336917001,0.000113374102511,0.0023984471336,0.000334026233758
53,400,1,0.0006558253080580001,0.000568400156528,8.770884356579245e-07,4.955150022093827e-05,4.540020442315532e-05,5.4600507913467794e-05,0.014412682503461002,0.00011484978313000001,0.0024306126870210004,0.00033787637948900004
54,400,1,0.0010541137307880002,0.000911533463901,3.489323727734472e-07,8.73504244130648e-05,8.259445651977633e-05,5.080675812981402e-05,0.014418983832001001,0.00011644753249100002,0.002465945202857,0.00034730910556300004
55,400,1,0.000572173681575,0.000495219030805,2.469635731472408e-07,4.0837400016850246e-05,4.190377057966544e-05,5.8311685279477394e-05,0.014425698667764001,0.00011815129983000001,0.002502840943634,0.00028350431239200003
56,400,1,0.0007293790113180001,0.000634166800106,4.074166497503029e-07,5.47346071471111e-05,5.1788241762551486e-05,5.527455687115434e-05,0.014432406984269001,0.00011983134027100001,0.0025392870884380003,0.000256265921052
57,400,1,0.000704924808815,0.000595396452505,1.002790355641991e-06,6.128588574938476e-05,5.956327004241758e-05,6.579574740802249e-05,0.014439453370869002,0.00012157632590900001,0.002577007515355,0.0004964263644060001
58,400,1,0.001060734153725,0.0009776884301870002,3.021082410015196e-06,4.2904701179698655e-05,4.0066892627995315e-05,6.75261241364448e-05,0.01444711536169,0.000123465666547,0.002617452992126,0.00029590120539000004
59,400,1,0.0006662358646280001,0.0005350160839340001,1.785303153460186e-07,7.403593554045074e-05,7.123767621427154e-05,7.761254043240721e-05,0.014454224146902001,0.00012521281314500002,0.002654570620507,0.000316020596073
60,400,1,0.0007952504674900001,0.00069033356461,4.040699685958771e-08,5.7909233267613075e-05,5.7362163109549634e-05,7.046107384667266e-05,0.014461782760918002,0.000127059276564,0.0026934479828920003,0.00034276070073200004
61,400,1,0.00017850477888700002,0.00013256027887100001,3.7965942093857536e-07,2.1894498180093553e-05,2.088223482132889e-05,5.137312715911927e-05,0.014468570239841001,0.000128734856843,0.0027279667556280003,6.252198363654315e-05
62,400,1,0.0006237385678100001,0.000523726300646,2.55897686448255e-07,5.386726782793024e-05,4.863959929934935e-05,7.9676900592555e-05,0.014475176110863,0.000130357570014,0.002761201467365,0.00030647142557400003
63,400,1,0.001219727098941,0.0011364819365550002,1.0944601787817489e-07,4.9287475728002995e-05,4.5717372813669506e-05,4.2446516090421944e-05,0.014482495374977,0.000132079861941,0.0027974464464930004,0.000361254438757
64,400,1,0.000673267059028,0.0005749800475310001,1.254599974724139e-06,5.776230500487146e-05,5.3626680407129854e-05,4.9034340311967156e-05,0.014490070752799001,0.00013384548947200002,0.002834556158632,0.00040927412919700005
65,400,1,0.0007488888804800001,0.0006465953774750001,1.182014200296066e-06,5.653482003253884e-05,5.5302289789930605e-05,6.774645165326851e-05,0.014498176053166001,0.00013573323667500002,0.002873713383451,0.000553122721612
66,400,1,0.0005871695466330001,0.000460766120037,3.515256802681203e-07,7.671281006575252e-05,7.498187126960451e-05,4.67281194384365e-05,0.014506273902952001,0.00013762185699300002,0.002912373980507,0.000273357145488
67,400,1,0.0007729335338800001,0.0006568194172960001,1.151347513920579e-06,6.704765595107649e-05,5.9184826265360854e-05,7.10040988754675e-05,0.014514286071062001,0.00013947121624300002,0.002950291382148,0.000453925167676
68,400,1,0.0008051559561860001,0.000666341550337,7.226886964417645e-07,7.966876213079863e-05,7.242902787159741e-05,8.169192915374879e-05,0.014522392302751002,0.00014131616626400002,0.002988381078466,0.000582149834372
69,400,1,0.0010698739206410001,0.0009717728632190001,2.950844315563472e-07,5.3989536657657794e-05,5.143867838341975e-05,6.844030273593188e-05,0.014530803076922002,0.000143230005051,0.0030272293370210003,0.00048974470701
70,400,1,0.0006052405224180001,0.000500188832423,2.1388563453683668e-07,6.089296221034602e-05,6.114091350658175e-05,5.4316199263363764e-05,0.014539099298417001,0.000145113968756,0.0030652375426140003,0.000437415466876
71,400,1,0.000287999078864,0.000213925062174,1.749781833500681e-07,3.983373972005211e-05,3.9462610402551945e-05,5.620213172126873e-05,0.014546532183885002,0.000146820457302,0.0030990040395400004,0.000284592853859
72,400,1,0.0007279345300040001,0.0006238255591590001,2.261853116654796e-07,5.9641457786104496e-05,5.526552498243595e-05,6.296616144633542e-05,0.014554368332028,0.00014859183283900002,0.0031343342270700003,0.000533989339601
73,400,1,0.000586774316616,0.000520760474804,3.6134637563615485e-07,3.486205059743952e-05,3.233716900770863e-05,5.994575379493958e-05,0.014562503434717001,0.00015045805776,0.003170377574861,0.000516703585162
74,400,1,0.0009947440121320001,0.000902855535969,1.146527105314968e-05,4.8551113953484076e-05,4.4416194214136347e-05,4.9252834287472076e-05,0.014571239240467002,0.000152453168993,0.0032085753045970004,0.000411160726798
75,400,1,0.0011557439574970002,0.001058306806953,3.459901141885287e-06,5.785137545899489e-05,4.6053273763391196e-05,5.501476546972602e-05,0.014580868184566002,0.00015462133160300002,0.0032500035595140002,0.000666381092742
76,400,1,0.0005990353529340001,0.000512402203942,5.919644460542864e-07,4.9288959113861594e-05,4.4221954946503196e-05,5.306780440150761e-05,0.014590593054890001,0.000156828173203,0.0032913077156990003,0.0006454861722880001
77,400,1,0.00069755106233,0.000617683709909,1.045356318248498e-06,4.673658653094512e-05,4.3169634712588355e-05,4.186815203865991e-05,0.014599810354411002,0.00015892992087100001,0.0033300884533670003,0.000329221482388
78,400,1,0.000623105093836,0.000533438925534,3.043100444225881e-07,5.0176663838404543e-05,4.8574722920117594e-05,5.478006884610901e-05,0.014608819037675,0.00016098235209900002,0.003367708297446,0.000497099361382
79,400,1,0.00040337324026000005,0.000312058616448,5.358432891474271e-07,4.6196413677535027e-05,4.082758641743567e-05,9.135621136617072e-05,0.014617091976106,0.000162886164616,0.0034019884187720005,0.000290401512756
80,400,1,0.00046353161451400006,0.000390587505535,4.4831350483794563e-07,3.7778736744561086e-05,3.621362975536613e-05,6.617350178809528e-05,0.014624318107962001,0.00016459281323400002,0.0034317602403460003,0.00012077817518700001
81,400,1,0.00078867591219,0.0006420362430310001,2.976990470434278e-07,8.563979038929878e-05,7.74802253242039e-05,8.54550811103157e-05,0.014631188474595,0.00016619225789300002,0.003460129722952,0.000713513989467
82,400,1,0.000516588042955,0.00035125087985400004,7.254798172577163e-07,9.35172768852984e-05,8.091272987561146e-05,0.000112387972573,0.014636717736721,0.000167512218467,0.0034831508528440002,0.000586010399274
83,400,1,0.000702551449649,0.000567150399244,2.2012649717832267e-07,8.087137272620265e-05,6.037090194392173e-05,9.375577307461452e-05,0.014642484486103,0.00016887555830100002,0.003507047425955,0.0008265931392080001
84,400,1,0.00022820151934800002,0.00015599298058000002,9.957174877210187e-08,3.0948826861276764e-05,3.0288959351310044e-05,9.819665137911217e-05,0.014647347852587,0.00017006850976000003,0.0035272359382360003,8.182549208868295e-05
85,400,1,0.000284516398096,0.000227531505515,1.060995715729262e-07,2.7911725434629872e-05,2.6690193711450164e-05,6.212229527591262e-05,0.014651891775429,0.000171211344422,0.00354591733776,0.00031422599568000005
86,400,1,0.00047747784992600005,0.00039720153048,1.559393242681987e-07,4.584472784093427e-05,3.9465334945513554e-05,5.441395054125073e-05,0.014656484127044001,0.00017234899860300002,0.0035647645127020004,0.00046434876276100004
87,400,1,0.0005520062404680001,0.000474753251182,2.213485264708955e-07,4.321110524566999e-05,3.482888738896388e-05,6.621396217572814e-05,0.014661486260592,0.000173594569787,0.003584994934499,0.000632791197858
88,400,1,0.000799886358436,0.0006639589555560001,8.790637385421481e-07,8.047487426665612e-05,6.918948777941598e-05,8.031186128694874e-05,0.014666824601590002,0.000174864806467,0.0036065510939800004,0.0008078127866610001
89,400,1,0.000579355284571,0.00048205285565900005,5.893721019371393e-07,5.4063166923394114e-05,4.7969802229393586e-05,7.042486504360568e-05,0.014672350138425001,0.000176164263393,0.00362870004028,0.000763254705816
90,400,1,0.000300382613204,0.00017293322162000003,1.366358617360674e-07,7.247556580599243e-05,6.175300950417295e-05,8.684391104907264e-05,0.014676964841783002,0.000177287714905,0.0036473148502400004,0.00045370345469500004
91,400,1,0.00048742495710000003,0.000400397848958,1.361247156476489e-07,4.428239147576581e-05,4.218269774961906e-05,8.10108310057937e-05,0.014681607484817002,0.00017841295630200002,0.0036659603938460003,0.000568257295526
92,400,1,0.000354263436747,0.000272707872985,3.978006285857797e-07,3.9908143359449845e-05,3.7172314478084445e-05,8.51435306685744e-05,0.014685702510178,0.00017943140119300002,0.003682451089844,0.000258679036051
93,400,1,0.0008334642043330001,0.000725917037925,1.372536047779723e-07,6.127285784411167e-05,5.5201692399956905e-05,6.80092040662809e-05,0.014690116047859001,0.00018048341735200002,0.0037001874297850003,0.000653715222142
94,400,1,0.0006424501771100001,0.000557309947907,4.816313463607003e-07,4.824309447333994e-05,4.3330785350311395e-05,5.7227054639952264e-05,0.014695487916469002,0.000181732277269,0.0037213515024630004,0.000817858148366
95,400,1,0.0006921952008260001,0.0006207121744710001,5.570685794320518e-07,3.547950109350495e-05,3.456700505921617e-05,6.958956510061398e-05,0.014701280742883,0.000183053824002,0.0037439982406790003,0.00044828074169300005
96,400,1,0.00045071641216,0.00034956367017,7.774905460185739e-07,6.034413308952936e-05,4.7848384989871796e-05,6.258399177265045e-05,0.014706300571560001,0.00018420176638700003,0.0037637059576800004,0.00011713858111700001
97,400,1,0.00043416203698100006,0.000358576765089,1.332482876629607e-07,4.0620121884179155e-05,2.8229160913421463e-05,7.85429983807262e-05,0.014711204916238,0.00018534901028,0.0037828087806700003,0.00017130782362000002
98,400,1,0.0005936287343500001,0.00048781255221300006,7.523780093758128e-07,5.642291853291682e-05,5.362193193529189e-05,8.135084620638129e-05,0.014715869911015,0.000186419681995,0.003801008453592,0.0006531556136900001
99,400,1,0.00024376022338400003,0.000181162239944,2.091531191202496e-07,3.510223965956053e-05,2.6425253963680003e-05,5.5269104753582126e-05,0.014720018021762002,0.00018738856306200002,0.0038172199856480005,0.00021031248616000002
100,400,1,0.000511993071995,0.00043472367300000005,1.285896450061348e-07,4.0438547633433096e-05,3.5386206036491785e-05,7.37593115142469e-05,0.01472454983741,0.00018843350699100002,0.003834694158285,0.000653770170174
101,400,1,0.000584343157242,0.000513208166618,8.195815439648868e-07,3.9404117463467024e-05,3.5167655065985556e-05,5.1631376967028096e-05,0.014729873277246001,0.00018967440701,0.0038548475131390003,0.0005837506032540001
102,400,1,0.000676917086821,0.00059828753001,3.3950718384782397e-07,4.364110918686493e-05,4.1026716644410044e-05,5.8085858957686774e-05,0.014736090786755002,0.000191166065633,0.0038779608439650005,0.0009523222688580001
103,400,1,0.0008630620432080001,0.0007305661905160001,7.68879824993481e-08,8.09225578753588e-05,5.790715992285792e-05,8.421974356072799e-05,0.014742653816938001,0.00019265009905200002,0.0039024006109680005,0.000878109363839
104,400,1,0.000264205998973,0.00020812150129700003,1.73683372869012e-07,2.638516101190665e-05,2.4733918204825994e-05,6.811797660096394e-05,0.014748786576092,0.00019405109924200002,0.003925125114619001,0.000211670645512
105,400,1,0.00046873994870100005,0.000399427265316,3.090602168261587e-07,3.47799617278118e-05,2.9268262096593393e-05,7.36081395492268e-05,0.014755015261471001,0.00019548035925200002,0.003948061261326,0.0006748650921500001
106,400,1,0.000384781131288,0.000337650732641,3.550332650092969e-07,2.228838123604267e-05,2.1650283088092696e-05,5.4776582449752226e-05,0.014761080965399001,0.00019685897859700002,0.003970277030020001,0.00038150511682000004
107,400,1,0.000704881036654,0.000592252026156,6.892052321442558e-07,6.080100835485306e-05,5.894932898324138e-05,8.646149217383937e-05,0.014766871929168,0.00019817202701200002,0.003991513047367,0.0005382138770070001
108,400,1,0.00028290823684000004,0.00022417020469800002,1.213844017892521e-07,2.9901549320735892e-05,2.860742188204312e-05,5.592346193831569e-05,0.014772239141166002,0.00019938775221800003,0.004011131823062001,0.000303786073345
109,400,1,0.000399281765567,0.000330113679713,5.682670411270389e-07,3.4680994303926134e-05,3.489946751263536e-05,6.231010471916913e-05,0.014777173288166,0.000200532551389,0.004029114730656,0.000307223002891
110,400,1,0.001091878046281,0.001040852129032,3.191180250420681e-07,2.460003876573561e-05,2.3397235660619724e-05,5.360234596688921e-05,0.014782456681132001,0.00020171124197,0.004048325121402001,0.00042252650018700005
111,400,1,0.000596336205489,0.000519042000329,4.675373664516276e-07,3.7747381611552555e-05,3.816224852926098e-05,7.438827560690697e-05,0.014787513762712002,0.00020291947294000001,0.004066473804414,0.00043788598850300005
112,400,1,0.000576679653022,0.000513151229824,1.451184499975018e-07,3.156776710966369e-05,3.112057735658406e-05,6.133647487634637e-05,0.014793037436902001,0.000204274663701,0.004086030181497001,0.000761837000027
113,400,1,0.0007048485567790001,0.00059335072486,2.487049949687995e-07,6.702450142862898e-05,5.636436253553257e-05,5.9799508865883887e-05,0.014798450283706,0.00020553026115500002,0.004105307627469,0.0007492104778060001
114,400,1,0.000491918006446,0.000404814083594,1.157722673876075e-06,4.7549469551692404e-05,3.4493214722412326e-05,7.86871945213837e-05,0.014803319238126,0.00020660967857100002,0.004122770857065,0.0005971938371650001
115,400,1,0.00036835196078700003,0.000302454277213,4.1911250766209674e-07,3.415628755950214e-05,2.9875651913850262e-05,6.343255639270258e-05,0.014807866886258,0.000207600241992,0.004139150958508001,0.0006322261178860001
116,400,1,0.000315400771796,0.00026688702685800003,1.663553561570552e-07,2.286416323234637e-05,2.0959791678857684e-05,5.9712369875342126e-05,0.014812274836003001,0.00020855914044600002,0.004154986236244,0.000539346947334
117,400,1,0.00040649509173800005,0.00033416451333300004,3.283962162943983e-07,3.778632526518777e-05,3.303265854507723e-05,6.564996025796671e-05,0.014816574752330001,0.00020951460464800002,0.004170360974967,0.000442578631918
118,400,1,0.0005242472398090001,0.000455109533504,3.597617705963785e-07,3.748744408464214e-05,3.504937831166899e-05,5.2688278325755775e-05,0.014821286313235002,0.000210531055927,0.004187135957181,0.0007550859008910001
119,400,1,0.000543556176126,0.000486379751237,5.911174033220353e-07,2.9464171651246332e-05,2.6642091446168102e-05,5.4283769713947556e-05,0.014826015569269001,0.00021155718422900002,0.004203893709927,0.00046682619722500005
120,400,1,0.00055818981491,0.000475425011245,2.9209536004752096e-07,4.2647026324023805e-05,3.498827906393368e-05,8.010078454390168e-05,0.014831001870334001,0.000212640748941,0.0042215241119260005,0.00069809454726
121,400,1,0.000273267214652,0.00020709649834300001,5.013198650279568e-07,3.1717198453407036e-05,3.007004049019694e-05,7.114167237887159e-05,0.014835295267403,0.00021361520339200003,0.004236687906086,0.00036725058453100006
122,400,1,0.000397305906517,0.000338348414516,1.4235983443929468e-07,2.9442949501875163e-05,2.7795024986213925e-05,5.868920713207141e-05,0.014839830808341002,0.00021464326709900002,0.00425252970308,0.0006900179432700001
123,400,1,0.000619207567069,0.00055076854187,2.241401932205159e-07,3.8269409136167574e-05,3.2911818379943725e-05,5.3547228162642575e-05,0.01484449300915,0.00021563738118800002,0.00426874961704,0.0006757046212440001
124,400,1,0.00020684361516000002,0.00015547905059000002,1.5220190145252358e-07,2.394556637833981e-05,2.355522838115575e-05,6.226433348880771e-05,0.014848618768155,0.00021652349096200002,0.004283105954527001,9.824906010180713e-05
125,400,1,0.0006260763038880001,0.0005570938131610001,1.813988082706904e-07,3.2378899656274975e-05,3.086665659187323e-05,7.852176531741861e-05,0.014853418804705,0.00021752956672500001,0.004299680702388,0.000675988616421
126,400,1,0.0005639797891490001,0.00045898384996600003,1.786759256106052e-07,5.717795465898235e-05,4.8325711153059586e-05,9.012706262486365e-05,0.014857969246804001,0.000218480476178,0.004315461497753001,0.000635889591649
127,400,1,0.000359365280019,0.00028843095060400003,1.290911187575479e-07,3.6891362166594874e-05,3.3514148223427284e-05,6.70708347267161e-05,0.014862105250358,0.000219329740502,0.004329889547079,0.0005524085718200001
128,400,1,0.00048064850852800006,0.00042171108361700006,2.098606100749596e-07,2.9525909970592082e-05,2.9084943131844433e-05,5.6262720439311436e-05,0.014866442419588,0.00022019825701100003,0.004344899673014001,0.000841003726236
129,400,1,0.00023393906303600001,0.00018595695534400001,3.628874279589429e-07,2.128099883217752e-05,2.2609629165041653e-05,5.927396887273063e-05,0.01487023755908,0.00022099491616200002,0.0043579712510100005,5.775915633421392e-05
130,400,1,0.0005498718819580001,0.00046832324490700004,3.812374049042925e-07,4.0819253020648226e-05,3.643946001830045e-05,8.39736142855448e-05,0.014874132350087001,0.00022175740741600002,0.004371406510472,0.0005977520486330001
