step,total_steps,stage,loss,erase_loss,style_loss,content_loss,image_loss,preserve_loss,adapter_norm,adapter_delta_norm,adapter_update_norm,target_shift
20,400,1,0.002491729566827,0.00246636061153,1.975873082926682e-07,1.3608506530241963e-05,1.3749519136278343e-05,1.8770835595205423e-05,0.014037853106856001,4.563595211948269e-05,0.000874415447469,7.355422712862492e-05
21,400,1,0.002672574250027,0.002643952301392,4.024085033194069e-06,1.287473833144758e-05,1.2697969395958351e-05,2.3924765931345363e-05,0.014041502960026,4.767460632137955e-05,0.0009232594748020001,5.871863686479629e-05
22,400,1,0.004724422469735001,0.0044765590185600005,4.6344659191769694e-07,0.00013820307807,0.00012633497620600002,0.000157054302083,0.014045086689293001,4.9575181037653244e-05,0.0009691712912170001,0.000313538330374
23,400,1,0.0031574238091700004,0.0029221881413830004,2.146109897201616e-07,0.000128493288987,0.000128652690667,0.000143639271603,0.014048166573047001,5.1252412959001965e-05,0.0010073431767520001,0.000306828587781
24,400,1,0.0016627075383430002,0.001631053979508,2.204012782650958e-07,1.7771870716387642e-05,1.6082586171251023e-05,2.225831728234576e-05,0.014051622711122001,5.3033971198601655e-05,0.001048319856636,5.223715561442078e-05
25,400,1,0.003339034272357,0.003305966170349,4.480485197670229e-06,1.513383085693931e-05,1.569815761589173e-05,2.5230846404156185e-05,0.014055668376386,5.503807187778876e-05,0.0010946304537350002,8.882710244506599e-05
26,400,1,0.000468672456918,0.000179093431749,1.7651849522811358e-07,0.00017595919659100002,0.00017695464218,8.740169869270177e-05,0.014057802967727,5.625483390758746e-05,0.0011181554291390002,0.000471385137643
27,400,1,0.0052456120029090005,0.005197699259345,3.1031594242373712e-06,2.4405181951199964e-05,2.366144144616555e-05,3.42059799246878e-05,0.014060687273740002,5.772506483481265e-05,0.0011491520563140002,9.196167229674758e-05
28,400,1,0.00842912774533,0.008373066239679,5.871003820582625e-06,2.798867217279621e-05,2.6924349640466975e-05,3.5876153560820974e-05,0.014064422808587001,5.946020246483386e-05,0.0011883373372250001,0.000134417306981
29,400,1,0.0017709571402510001,0.001738674473017,1.956288554631295e-06,1.570013743427504e-05,1.5304767960818325e-05,2.8430801648937635e-05,0.014068269170820002,6.121466867625713e-05,0.0012276812922200001,5.7913046475732706e-05
30,400,1,0.001734543824568,0.0017029960047990002,6.923655095173822e-07,1.4769751336037492e-05,1.481073347046428e-05,3.2831991423639316e-05,0.014072323217988,6.301057146629319e-05,0.0012680477229870001,7.058402115944773e-05
31,400,1,0.0034880812745540003,0.0034377864503760003,4.284126561060475e-06,2.374994710407918e-05,2.5372595700901005e-05,3.873412000151196e-05,0.014076860621571001,6.493426189990714e-05,0.0013119535287840001,0.00010891296551500001
32,400,1,0.0055782082490620005,0.005497018263364,2.552709640705567e-06,4.812112274521497e-05,4.057564001413993e-05,3.991478297393769e-05,0.014081955887377002,6.701394158881158e-05,0.001359937828965,0.00010023187496600001
33,400,1,0.001238187542185,0.001200886006699,4.6396432888210854e-07,1.9685287801015264e-05,1.7958534651067264e-05,3.1537317227048334e-05,0.014087106101214001,6.90682209096849e-05,0.0014069889439260002,8.112468640320003e-05
34,400,1,0.0014701817417510001,0.001419842267447,8.115730866601703e-07,2.6198731878442533e-05,2.49498675657378e-05,4.06374911108287e-05,0.014092178083956,7.104753603925928e-05,0.0014520658878600001,0.000130699540022
35,400,1,0.002586720045655,0.0023385326688480004,1.4152784365191922e-06,0.00015704845069800002,0.000158899985763,3.9803691227765135e-05,0.014097302220761,7.296571129700169e-05,0.0014962730929250002,0.0005141856381660001
36,400,1,0.0021138733718540003,0.0020684702321880004,4.008541906112366e-06,2.2574258158177443e-05,2.2215343506104542e-05,3.2977030969050254e-05,0.014102742075920001,7.494450255762786e-05,0.0015419934643430002,0.00015262029774
37,400,1,0.003669327124953,0.003622214775532,7.635460412084664e-08,2.4586156844937552e-05,2.4968723664642315e-05,3.8486923585878685e-05,0.014108982868492001,7.71386330598034e-05,0.001592975924722,0.000215630279853
38,400,1,0.0012328770244490002,0.0011938195190540001,2.563234839196108e-07,2.0667739894027662e-05,2.0822063258189402e-05,2.9072262198800065e-05,0.014115191064774001,7.927056140033528e-05,0.001642287243157,8.735468873055653e-05
39,400,1,0.001370379002764,0.001308536079401,4.854614464496384e-07,3.3239209036158484e-05,3.0698877708346124e-05,4.839780225059562e-05,0.01412143278867,8.136687392834574e-05,0.001690631266683,0.00016459774633400002
40,400,1,0.0019058251054950002,0.001841758261434,3.954756759109538e-07,3.2552828997722834e-05,3.2671642657078344e-05,5.597443820685536e-05,0.014127988368272,8.35034006740898e-05,0.0017400621436530002,0.000214067520573
41,400,1,0.002504652598872,0.0024363146609780004,3.752494620812285e-06,3.4211284855700796e-05,3.22028270905624e-05,5.75599005969707e-05,0.014134920202195,8.569793135393412e-05,0.0017909692833200002,0.00019115624309
42,400,1,0.0018991162069140002,0.0018357805286840002,5.801187015208598e-07,2.9223539968370463e-05,3.3214432429910325e-05,6.418154165051723e-05,0.014141873456537002,8.78338541951962e-05,0.0018407033057880001,0.00017924621351900002
43,400,1,0.00148291082587,0.0014208804107810002,1.350753147259335e-06,3.1586154970379234e-05,3.2096544600790367e-05,5.1819465928322955e-05,0.014149112626910001,9.002184378914536e-05,0.001891225110739,0.00037902456824600005
44,400,1,0.002155469264835,0.002072431117994,1.527589854314707e-06,4.59160540534261e-05,4.6462412380302944e-05,4.718066278049567e-05,0.014156688936054,9.225227404385806e-05,0.001942816539667,0.000289680814603
45,400,1,0.0022223279811440003,0.0021468382522770004,5.878060467997178e-07,4.1712541133165366e-05,4.2031173506984494e-05,4.5560397362957396e-05,0.014164640568196002,9.454074461245911e-05,0.0019955937750630003,0.000215233128983
46,400,1,0.011570372618734,0.011005751905031001,1.081931221354655e-06,0.000340963927252,0.00032618886810500004,0.000205023639864,0.014173923991620001,9.718169894767926e-05,0.0020558582618830003,0.001205899054184
47,400,1,0.0014792209258300002,0.0014156071702010001,8.310038741576875e-07,2.795612666280552e-05,2.8440157620934773e-05,7.562021346529946e-05,0.014183158986270001,9.977410809369759e-05,0.002114273142069,0.00023828729172200002
48,400,1,0.001998427556827,0.001934857379334,1.170782752524246e-06,2.8899886577467743e-05,2.759437605467004e-05,7.493177478560635e-05,0.014192461036145002,0.000102335769042,0.002171692671254,0.000208680488867
49,400,1,0.0025919259060170003,0.0019226770964450002,3.7894074959391816e-07,0.00035703349931200004,0.00038561465044000004,0.00040456081721100003,0.014198909513652,0.00010409848619000001,0.002210449427366,0.000999543117359
50,400,1,0.001017359783872,0.0009490425873080001,1.5050508087218382e-06,3.6878750809895194e-05,3.5185701866187934e-05,4.929711819083119e-05,0.014205369167029,0.00010584705159900001,0.00224868627265,0.00032721622847000005
51,400,1,0.00215313816443,0.002024040479833,5.511050342003424e-07,6.853657456910393e-05,6.829420938932648e-05,9.613342020505418e-05,0.014212358742952002,0.00010772274254100001,0.002289245370775,0.0007751249941060001
52,400,1,0.0006237782072270001,0.000546789427365,6.589477313430809e-07,4.179331093231062e-05,3.8080797518584106e-05,6.209703527323047e-05,0.014218973927199001,0.00010948650742600001,0.0023270330857480003,0.00029393899603700005
53,400,1,0.0008188470383170001,0.000748752014866,1.080817746412776e-07,3.54024720460681e-05,3.3986842026934034e-05,6.550091651054876e-05,0.014225332997739001,0.000111172703327,0.002362831728532,0.000268798787146
54,400,1,0.00037553932634100005,0.00014401566841100002,1.6262165214442337e-07,0.000141804519444,0.000146748245242,6.506147474283352e-05,0.014229943044483,0.00011244215420400001,0.002388348802924,0.000273099256446
55,400,1,0.00155271787662,0.0014752697121970001,2.839160373468985e-07,3.5598709625143485e-05,3.5205546131085924e-05,8.78623398724206e-05,0.014234718866646002,0.00011374352470700002,0.0024145627394310002,0.00028698821552
56,400,1,0.0005919362884010001,0.000523163524727,7.801858335672781e-07,3.0688484002894256e-05,2.9721025384787932e-05,8.484224902834589e-05,0.014239273034036002,0.00011498257663300001,0.002439335221424,0.000273973564617
57,400,1,0.00198287400417,0.0018990063496550002,6.341568590251256e-06,4.33618764266915e-05,4.0038626745323804e-05,5.5785277557636924e-05,0.014244191348552001,0.000116297342174,0.002465951256453,0.00040670268936
58,400,1,0.001350545790046,0.001275336525092,6.050731696423858e-07,3.1805017291238385e-05,3.3530270078093366e-05,9.45849727334765e-05,0.014249151572585002,0.00011761814675900001,0.0024925603065630002,0.000405713915824
59,400,1,0.0029605210293080003,0.0028216511515590003,1.844351444901804e-07,7.403162999253254e-05,7.580620391915242e-05,9.933671329539115e-05,0.014255219139158,0.000119180891488,0.0025247745215890003,0.001210669986903
60,400,1,0.001204480999149,0.001088512663651,9.687163876985019e-07,5.5118110443193785e-05,5.775071319173245e-05,0.000113549484619,0.014261261560022002,0.000120734657684,0.0025564813986420003,0.000629741814918
61,400,1,0.001498693483881,0.0014189039357000001,4.051530974417498e-07,4.083214541121075e-05,4.0323930534214014e-05,7.022209926314342e-05,0.0142672220245,0.00012225846876300002,0.002587432507425,0.000327770831063
62,400,1,0.001669845660217,0.0015766257808230001,6.834022390952063e-07,3.9410838629313126e-05,3.8013491575839e-05,0.00012244706582900002,0.014273458160459001,0.000123833568068,0.0026194881647820002,0.0005770572461180001
63,400,1,0.0015499206492670002,0.001466329403532,9.869771465294737e-07,4.293354489467068e-05,4.1683982241617436e-05,7.038364825954585e-05,0.014279850758612002,0.00012544391211100002,0.002652068156749,0.0006368813337750001
64,400,1,0.0030424434226000003,0.0029516327194860003,9.370500606564747e-07,4.1931012674467645e-05,4.031639400636777e-05,0.000104081756944,0.014287127181887,0.00012723353574900002,0.002688688226044,0.0007884334772820001
65,400,1,0.0011645759223020001,0.0010806705395220001,3.985725148443937e-07,4.35397787441616e-05,4.344588827128368e-05,7.122230817913078e-05,0.014294209890067001,0.00012896160478700002,0.002723904093727,0.000302911037579
66,400,1,0.0013258175458750001,0.0012405825837040001,1.745345391176063e-07,3.6081754236268665e-05,4.097505749693179e-05,0.00010664702737500001,0.014301234856247002,0.00013066615792900002,0.002758409595116,0.000616105389781
67,400,1,0.001290778047405,0.0011765024003880002,2.664105474300034e-06,5.476836849993561e-05,4.6177508314334176e-05,0.00012939906688700002,0.014308106154203,0.000132327637402,0.002791812876239,0.000553156656678
68,400,1,0.0008975770324460001,0.0007910297620880001,3.03046175413139e-07,4.8774809329188436e-05,4.8048614795940615e-05,0.000125478526266,0.014314787462353,0.00013393646804600001,0.002823989605531,0.000416813738411
69,400,1,0.001106842188164,0.001004395734829,2.901835784996365e-07,3.897853457601741e-05,5.6504287385905634e-05,0.000123836788892,0.014321289025247002,0.000135485955979,0.002854984486475,0.000273249053861
70,400,1,0.0016868175007400002,0.001514790521468,8.09161376717308e-07,8.597003034083174e-05,8.20033201307524e-05,0.000157685151255,0.014328402467072001,0.000137173265102,0.0028884366620330003,0.0013712369836860001
71,400,1,0.001112128491513,0.001005413049521,3.990519796085816e-07,5.282189764936144e-05,4.8994405157524554e-05,0.000107518352403,0.014335542917251,0.000138861898449,0.0029216837137930004,0.000504509778693
72,400,1,0.00112876901403,0.000890970084583,2.186139269610976e-07,0.00013082103335600002,0.00013375593092200002,0.000144540280113,0.014342159032821001,0.00014042656403,0.002952153561636,0.000620697042904
73,400,1,0.0009782117558640002,0.0008213957723150001,1.7839478753482272e-07,8.297933345602361e-05,8.357654041901698e-05,0.00012032006634300001,0.014348316937685,0.00014188596105600001,0.002980235032737,0.001124340691603
74,400,1,0.001643575262278,0.001462486038993,1.371903374310553e-06,0.000106693556214,8.811876068648418e-05,0.00010888082276000001,0.014354596845805001,0.00014335833839100001,0.0030086850747460003,0.0009559602476650001
75,400,1,0.000596220139414,0.000495993241202,2.129181152869345e-07,5.0753050648684926e-05,5.233048735438692e-05,8.412902752752417e-05,0.014360249042510001,0.00014468934386900002,0.0030340603552750003,0.000308211107039
76,400,1,0.0008452723268410001,0.0007338837215980001,5.960961703503168e-07,5.557156115780041e-05,5.293318827170878e-05,0.000109858702974,0.014365875162184,0.000146006495924,0.0030591108370570004,0.000550849596038
77,400,1,0.000587140093557,0.00021174044377400003,4.7481034592955496e-07,0.00021596798251200002,0.00022783255796300002,0.000164431614393,0.014369172044098,0.000146823105751,0.0030736511107530002,0.00045008130837200004
78,400,1,0.005849828477948,0.005442959198262,1.1185119509112451e-06,0.00025432549637100004,0.000231017553232,0.00013647683105400002,0.014374754391610001,0.00014810873835800002,0.003098243148997,0.0011559659615150001
79,400,1,0.002023811917752,0.001854874581719,4.206360237901663e-08,9.307915631021994e-05,8.799798433756224e-05,0.00011914325902200001,0.014381501823663,0.000149649917148,0.003127770964056,0.001643499126657
80,400,1,0.001170823350548,0.0010724175857220002,4.2282204522810685e-07,5.031604086980223e-05,5.025493040496561e-05,8.404463490781684e-05,0.014388320036232001,0.000151203566929,0.003157363738864,0.000587134214583
81,400,1,0.00524234585464,0.0038525681399420005,1.064156805341554e-06,0.0008280481491350001,0.001048402846208,0.00013484807035000002,0.014394963160157,0.000152715831063,0.003186183515936,0.011198783293366
82,400,1,0.0017217651475220001,0.0015930339480590002,7.421966519890095e-07,6.63403739054047e-05,6.44480314804241e-05,0.000109606581342,0.014401734806597,0.00015425948367900002,0.0032153038773680004,0.000677337287925
83,400,1,0.0016448447713620002,0.001413562975358,3.712555312063159e-07,9.587476718782757e-05,9.119362099833476e-05,0.000317797115712,0.014408858492970002,0.000155878748046,0.0032456847839050004,0.001612486550584
84,400,1,0.0005356596666380001,0.00039672066971700005,2.736760459735403e-07,7.468376694911664e-05,7.064290427175972e-05,0.000107434258097,0.014415292069315001,0.000157347560161,0.0032728987280270004,0.0007387679070230001
85,400,1,0.00043484917841800006,0.000334266109954,2.700823221365074e-07,4.396020267449786e-05,4.086694783230391e-05,0.000138183719172,0.014421127736568002,0.00015869179333,0.003297387855127,0.00029280589660600004
86,400,1,0.0009608462569300001,0.000837602444031,6.683481856839535e-07,6.359549873498811e-05,6.028068825495817e-05,0.000108354223812,0.014427006244659,0.000160039431648,0.003321819007396,0.0006093919510020001
87,400,1,0.007269216701388001,0.005028443653524,5.952166309460457e-07,0.001330352689061,0.00137528120346,0.0007535914580020001,0.014428228139877002,0.00016032978601200002,0.0033271610736840002,0.004495705012232
88,400,1,0.001017973059788,0.000916491311121,5.3670093554577164e-08,4.464438431265686e-05,3.9449493669962976e-05,0.000139347771134,0.014430039562284001,0.00016076315660000002,0.0033349196892230003,0.000655871932394
89,400,1,0.001996445702388,0.0018294461187900002,1.254503317227317e-06,7.891473205745571e-05,8.124028408929007e-05,0.000170992988084,0.014432748779654002,0.00016140945081100002,0.0033462799619880003,0.00143058411777
90,400,1,0.0010680066188790002,0.000972757440952,2.402463389709434e-07,4.537932303113242e-05,4.249434975160208e-05,0.00010806538800000001,0.014435808174312002,0.00016212818445600002,0.003359062364324,0.0006924442132
91,400,1,0.0011686446378,0.001077457602756,5.214951575756762e-07,4.175951289653313e-05,3.7827475959299285e-05,0.000108313048561,0.014439428225159001,0.00016296558897000002,0.0033740983344610004,0.000515631574671
92,400,1,0.000828996417112,0.000672579107534,5.048616280589613e-08,6.83019619221644e-05,7.327008340022682e-05,0.00018775198623100002,0.014442898333072001,0.00016377380234100001,0.0033884216099970004,0.001048734644427
93,400,1,0.001148508512414,0.001041852917599,8.549514992258386e-07,5.254090926124869e-05,5.1834347535380715e-05,0.000105526874904,0.014446618966758001,0.000164638040587,0.003403672715649,0.0005915962392460001
94,400,1,0.0013472145656120002,0.0012066678658200001,3.174814793283076e-07,6.764557474525645e-05,6.772011723417867e-05,0.000146907477756,0.01445045415312,0.00016552595479800002,0.0034193308092650004,0.0006540734320870001
95,400,1,0.0016744236927470001,0.000654649144659,2.411908136915978e-07,0.0006488042757450001,0.000693711345472,8.938103504381918e-05,0.014451210387051001,0.000165761535754,0.003422465873882,0.0009456417174070001
96,400,1,0.00105745892506,0.0008914775341200001,3.259063774407877e-07,8.411255051517703e-05,8.264013134369938e-05,0.000151281001308,0.014452160336077002,0.000166039637406,0.0034263306297360003,0.001268279505893
97,400,1,0.0024624683428550002,0.002248095270867,5.037688097786486e-07,0.00011190616229800001,0.00010825869928000001,0.000171386908429,0.01445478759706,0.00016666899318800002,0.003436861792579,0.0020598138216880004
98,400,1,0.000746810634154,0.000642529237666,2.610070997851229e-07,4.936525298641451e-05,4.814749187668591e-05,0.00011190471802000002,0.014457535929977,0.000167321282788,0.003447863040491,0.000550809898413
99,400,1,0.00129520741757,0.00116615537748,1.741511269415241e-06,5.5331782884119704e-05,5.1291414517133184e-05,0.000168605402601,0.014460676349699001,0.00016804646293100002,0.003460397943854,0.0006366771413010001
100,400,1,0.008111713454127001,0.006758137024007,2.898069458486437e-07,0.000704393137615,0.000603840089752,0.001171415463128,0.014464724808931,0.00016894875443500002,0.0034764977172010002,0.004577713552862001
101,400,1,0.00098959764,0.000893618057792,2.462801778809383e-07,4.106776214030105e-05,3.9653198352122373e-05,0.00013847018938800001,0.014468965120613,0.00016990427684500001,0.00349329598248,0.0006337248487390001
102,400,1,0.001010247971862,0.0009110534398730001,4.5465376767121285e-07,4.519651489924096e-05,4.400011008935204e-05,0.00011723684777500001,0.014473436400294,0.00017090239271,0.0035109308082610004,0.000571113778278
103,400,1,0.009317235089838,0.008957578519281001,3.208898365395877e-06,0.00020342971371600002,0.00020782949377400002,0.000176793440308,0.014481546357274002,0.000172723230207,0.0035428421106180005,0.004808029159903001
104,400,1,0.0037514162249860004,0.003527779675399,6.302159931692586e-07,0.00013284371865,0.00011630895278300001,0.000122357824996,0.014491130597889002,0.000174870860064,0.0035800905898210004,0.001720116590149
105,400,1,0.000605656940024,0.000521942129125,6.745556095921756e-07,3.514507504102463e-05,3.1765530669266205e-05,0.00012101943624,0.014500084333121001,0.00017688916705,0.003614612156525,0.0005637629656120001
106,400,1,0.001078284345567,0.000973295769654,1.592054050073935e-07,5.776351736130892e-05,5.4332982775425385e-05,7.664629932454167e-05,0.014508689753711002,0.00017882796237200002,0.003647512290626,0.000771723687648
107,400,1,0.001018388778902,0.000875735141259,3.405210785937622e-07,6.833262280755056e-05,5.5576196245965555e-05,0.000175871365475,0.014516715891659001,0.00018063528113900003,0.003677954664453,0.00045610356028100006
108,400,1,0.0013299683341750001,0.0011884223155590001,7.931128038762836e-07,6.242240912494405e-05,6.447358949420352e-05,0.00016971643041500001,0.014524773694574002,0.000182439194759,0.0037082990165790003,0.0009145986987270001
109,400,1,0.000955342140514,0.000738610552313,2.25990139786821e-07,0.000131823174645,0.000118612423951,9.903188038151713e-05,0.014532247558236,0.00018411285418500002,0.0037362484727050003,0.0009904676117
110,400,1,0.0006978266173970001,0.000600240494046,4.6333611436466516e-07,4.769723212424046e-05,4.3485316079265125e-05,0.000103144611784,0.014539207331836002,0.00018566893413600002,0.0037621320225290004,0.0006580384215340001
111,400,1,0.0008024636772460001,0.0006902401704180001,3.499001953362797e-07,5.525601500266931e-05,5.196023812459317e-05,0.000118263384138,0.014545822516083001,0.00018714388716000002,0.0037865871563550002,0.0005585643812080001
112,400,1,0.0005053550703450001,0.000399510056013,2.373980123593355e-07,4.7112540717838186e-05,4.364502577421567e-05,0.00013773324584,0.014551837928593,0.00018848379841,0.003808708395808,0.000359951285645
113,400,1,0.007921856828033001,0.006858372789186,2.270727724370166e-07,0.0005424563181190001,0.000458387376662,0.0009836949830050001,0.014559445902705002,0.00019017123850000002,0.0038365451619020003,0.004321428015828
114,400,1,0.001026560086756,0.000891949772873,9.800247262603534e-07,5.6955944880125266e-05,5.38076916806555e-05,0.000179217284312,0.014566810801625002,0.00019180176605,0.0038633288349950003,0.000743709970265
115,400,1,0.0015238635241980002,0.0013925968281300002,1.7817559954854299e-06,6.008969285176135e-05,5.7975904079891435e-05,0.00014800557740500002,0.014574295841157001,0.000193445361219,0.0038903506938360003,0.0007490137941200001
116,400,1,0.011162846349179,0.010078472094998,1.264708512138668e-06,0.000697925999399,0.000672086539755,0.000177990491162,0.014585820958018001,0.00019604654517,0.003932006191462,0.01082460489124
117,400,1,0.0041629290208220005,0.001489913100764,1.7590111433355789e-06,0.0015722385336020001,0.0014832153877550002,0.001221808643701,0.014589683152735,0.000196983877685,0.003946389071643,0.0029983986169090002
118,400,1,0.0024643489159640003,0.002355781034566,1.540001297447209e-06,4.6441685602379344e-05,4.453239262147691e-05,0.000152436650751,0.01459479983896,0.00019816789426800003,0.003965027164667,0.0013423638883970001
119,400,1,0.0075412746518850006,0.003533460762506,1.751027648803453e-07,0.0025591389276080003,0.002476261108919,0.0007209798786780001,0.014592760242521001,0.00019774613610900002,0.003958566114306001,0.00917375087738
120,400,1,0.002444478916004,0.002328558359295,1.1186449692483311e-06,4.7125969407109856e-05,4.382822074452027e-05,0.00017174457752800002,0.014592265710234002,0.00019766984041700002,0.003957483917474,0.001046422170475
121,400,1,0.008775430731475001,0.007697051546225001,1.4524768232604401e-07,0.000635430794015,0.00048143247840900003,0.0006964613615610001,0.014594299718737,0.000198171546799,0.003965314477682,0.004706343635916
122,400,1,0.0010993659961960002,0.0009702919099550001,7.833653488849753e-07,5.7600193637578435e-05,5.389544367062627e-05,0.000163578884288,0.014596696943044002,0.00019875880389000003,0.003974372521042001,0.00070043222513
123,400,1,0.001028396538458,0.0008950583190500001,1.4631648544612588e-07,5.2250064375887944e-05,5.6355196041598304e-05,0.000189824061332,0.014599185436964,0.000199375193915,0.003983711823821,0.0008252148982130001
124,400,1,0.00041750597301800003,0.000337703046776,2.1030176592754888e-07,3.3152078685816384e-05,3.052099873457337e-05,0.00011868462631000001,0.014601525850594,0.00019997174968,0.003992461599409,0.00022271649504500003
125,400,1,0.00142154621426,0.0012689152499660002,4.864142226779222e-07,6.652175701068094e-05,6.79969452903606e-05,0.00018956720062600002,0.014604235067963002,0.00020063789270300002,0.004002411849796,0.001854233909398
126,400,1,0.0009173330618060001,0.00034710975887700004,5.929766259682445e-07,0.000344086005497,0.00035420485680000003,0.00017707690979700002,0.014605806209146002,0.000201073897187,0.004008356947451001,0.000614109914749
127,400,1,0.0005650328239420001,0.00047979817221200006,4.688107170617665e-07,3.621492245050225e-05,3.4690327690138176e-05,0.00012121889509800001,0.014607492834329001,0.000201530769118,0.004014660604298,0.00039340424700600005
128,400,1,0.001025302219204,0.000937226917206,1.450395017125553e-06,3.4934800169139635e-05,3.598537477955688e-05,0.000127773115309,0.014609267935156002,0.000202001392608,0.004021232947707,0.00042627606308000005
129,400,1,0.000902782718185,0.000338744927527,1.2234118710689282e-07,0.00034728150058000004,0.00035383267580300004,0.00014678017275000002,0.014609527774155001,0.00020216005214,0.004022431094199,0.000674978364259
130,400,1,0.00116292911116,0.001082595204934,1.865351594669088e-07,3.2237373792061895e-05,3.2031925608559206e-05,0.000119909028095,0.014610238373279,0.00020240439334800003,0.004025175701826001,0.00042827977449600005
131,400,1,0.000668522785417,0.000595575654491,8.259451054944597e-07,2.8859937022692364e-05,2.679882436495972e-05,0.00011583038697900001,0.014611243270337,0.00020270033564800003,0.00402892101556,0.000440697942394
132,400,1,0.001315025030635,0.0011818308654860002,2.393500150077443e-06,6.243686311790952e-05,5.9847449847438845e-05,0.00014900658122,0.014612561091780002,0.00020305583893700003,0.004033742006868,0.0007154409540810001
133,400,1,0.0008903812267810001,0.000788564788914,3.764519667844486e-07,3.99247166266529e-05,3.6970099245081656e-05,0.000157282961178,0.014614185318350001,0.000203457908355,0.0040395818650720006,0.0006392605719150001
